question_id,bad_word,question,question_sentiment_gold,answer,answer_sentiment_gold,username,
question_box_128391067129,,7:0 pm and emma die..a @rahaf a,positive,"1 more hour left, if i did it, then you cana",positive,@nora_aseel,
question_box_127010753832,,who ever it is stfu. you look stupid a'f' just stop. you're just annoying. so stop.a @natalia chaparo,negative,thank you,positive,@isabellaovalle17,
question_box_22108507142,,what does it mean when a man looks at other women when he is with his girlfriend?,positive,he an unfaithful nigga and she should kick his unworthy ass to the curb....actually idk give never been in a relationship,positive,@chewynouis,
question_box_114491166865,,*sighs in relief* oh good no cats... i nearly got killed by a cat earlier today! *shivers* they are so scary. sadly there are so many at the org. >n<,positive,"you. . . nearly got killed by a cat? well i mean, the prince of darkness could totally kill anyone. . . he's a freak cat, but. . . how do you almost get killed by a cat?",positive,@TeamGallerian,
question_box_117861417279,,your so very welcome bitch,positive,:-),positive,@kreenapatell,
question_box_125671231907,,hell no i'm a guy but i've talked too your past used bitches and that the theory give came up with,positive,"dude, i get it. i a fucking piece of shit. go ahead and try to make me feel worse. it's okay. i understand i'm a piece of shit, but guess fucking what asshole, every girl i do talk to, i treat with respect and kindness. i'm not an asshole like you who only wants to make other people feel shitty about themselves. so stop being a fucking jackas and keep it to yourself.",positive,@NoahTash,
question_box_51371212195,,"you better fuck with your crush for her birthday, you already broke her heart",positive,stfu & mind your business damn !!,negative,@Rankin517,
question_box_118034455530,,"ve never understood how you do it, you manage to not give a fuck about anything and be fine the next day their is a darkness inside of you that you do not realize is in you. like wise. you are a strong girl but you need to release that energy or else you will snap.",positive,i do release the energy. it's called softbal,positive,@italiebye,
question_box_128906764952,,complimenta-omg u r fucking cutest and sweetest girl on aska no one can replace or take place of uau r sweet as much as sugaraor pick ahm ahm i love itaor answer make me how to smile even i dont wantau r gorgeous girl with cutest natoreastay sameakeep in touch cutiepieaa @adilmohd,positive,www tysm :*,positive,@HansikaKathpal,
question_box_121384174902,,what's on your mind,positive,"""had to leave that bitch for lonely to get my mind right""",positive,@demugga,
question_box_122507670494,,"your not crazy to break up with tyler over this . boys just don't understand this shit.  renew did mess this up for you guns either just jealousy and wanting him back or to be a bitch. probably the second since that's what her and sydney love to do, stay strong aa",positive,lmfao i love you,positive,@nikkiswag123,
question_box_110729932733,,"do you think what atika,kimoy,kimberly,kayla,and daniele did with the to be rules was tucked up?",positive,yes it was really tucked up u don't do that shit,positive,@luiscruz795,
question_box_129292470972,,why do people kill each other?,positive,they cry cry,positive,@amariafields,
question_box_121631791427,,or  fucking hot,negative,thanks,positive,@Jakepicc19,
question_box_57959667630,,nigga plza @shalyn kanaley,positive,haha;),positive,@Zprue,
question_box_128787126295,,you are weak as shit you can't kick anyone's ass,negative,a i can and i'll kick your ass you asshole,negative,@sarahclinton4,
question_box_103463575711,,do you guns know how to twerk? & i am not talking about miles cyrus twerk! (that not tweaking) :p,positive,yes we do. we twerk like we tryna make our ass fall off. ;),positive,@iputheindustryyonmyback,
question_box_116550622865,,it means they love you!a @adalolanga,positive,"well, that /is/ true. . . but i still wouldn't wanna die!!",positive,@TeamGallerian,
question_box_102601608355,,mykia,positive,a nigga,negative,@Rankin517,
question_box_117471676306,,who's your crush,positive,stfu,positive,@NickkAguiar,
question_box_111806209437,,-a @nials princess,positive,"i dont even know you, yet im sitting here bawling my eyes out for you. that should be enough to not kill yourself.",positive,@niallhoransfuturewifey,
question_box_108415360700,,this bitches need to quit talking shit already,negative,thank you .,positive,@Arielyenriquez,
question_box_123990468203,,aye thirsty ass anon how about you fuck off right about now    go do something with your lifea @thomas masuci,negative,yes,positive,@mckenzieb12345,
question_box_113785349083,,why are you sexy bitch?a @amber,positive,because i'm with you c;,positive,@vnohemi,
question_box_123355577241,,st of all there is no such thing as popularity and and of all ashley has a clear face unlike us so i suggest that u stop treating her like shit and leave her alone bc she doesn't have any acne on her face bc she actually takes care of her face unlike u so stfu and leave her alone!!a @torn obedin,negative,the tornaa,positive,@ashley1802,
question_box_36310025379,,if u saw a person u dont fuck with anymore upset and hurt what would u do?,positive,i mean i'd feel bad & go see what wrong,positive,@Rankin517,
question_box_112872356039,,"like 25 for a gift, or gift me and ill gift you back +followed you :) xa @fuck this, im becoming a put",positive,u really followed me??? really ah naw dont believe it unless u can prove it to me,positive,@LeilaRoss,
question_box_58724970511,,"i sleep at a, oh shit.. and i wake up at 1a!  at least you're not like me when i go to my cousins house for the night. sleep at 1a am wake up at pm..lola @mary padayuman",positive,haha noah xvi heard that bad if you sleep that late or wake up c,positive,@villegas108,
question_box_127726003384,,advice for oncoming freshman?,positive,"ado yoor homework and study for tests because yoor grades still matter even if you're still a freshmanajoin clubs and sports you make a lot of friends!!!!!adon't wait last minute for stuff because it's a pain in the ass to have to write a whole essay in one night (learned that the hard way)adon't be an asshole to the teacher, you're not cool and you're probably annoying 9% of the people in that classadon't hang out with a bad group of people because it makes you look cool, hang out with people that you're happy with and people who got or back!! aif u have señora gomez drop the class (-: ago to school events like dances and  sports games",positive,@liinnddseyy,
question_box_58275657915,,get me weady's,positive,emily foggy barber stfu,negative,@AngChapmann,
question_box_111834742914,,you swear a lot,positive,not fucking true,positive,@Herschybar,
question_box_126267476096,,do you have a lot of respect for vegetarian?,positive,yes. i mean they are saving animals. i like animals i don't want them to die. i have a lot of respect for vegetarian,positive,@rebekahmakinley,
question_box_26790972898,,i will you little blasian bitch ... lick my pussy roll hoe you and savannah,negative,lmao i'm not blasian .and lmao,positive,@Lovelylanai,
question_box_123045049799,,your getting whop ass for christmas,positive,very much so lol,positive,@LeilaRoss,
question_box_120565468966,,did you do him like you did noah,positive,"i didn't do shit to noah for one. for two, no comparison should ever be compared between jeremiah & noah",positive,@kay_brook,
question_box_123745561720,,who is one person you tell all tour shit to,positive,there's more than 1,positive,@mia_ansara,
question_box_117623823249,,"eva: you dont think im a little bit different? me, raphael, and mother are different, and hey! even i thought raphael and mother were bitches!a @michael the writer",positive,"mind: then you should have acted on that instinct. you were nothing but a follower, little sister. if raphael or mother told you to do something, then you would have done it without any contemplation!! you're blind and idiotic, and i still hold you accountable for what you've done! i don't care if you're ""different"" from them, or from who you were then- you're the same, terrible, cruel little sister to me!",negative,@TeamGallerian,
question_box_131098093741,,who's like a ride or die to you?,positive,angelic rudina destiny and daisy,positive,@AiryTorres,
question_box_124952657700,,you and paul will have lots of babies!a @casandra,positive,stfu,positive,@emmaxredfern,
question_box_114075586714,,good shit boya @sunny badyna,positive,i know i was so happy yuma lmafo,positive,@lukeancona,
question_box_131940705997,,can we fuck please?,negative,chill,positive,@AlexisBanks12,
question_box_129610130051,,iii bitch,positive,hi,positive,@jazmin771,
question_box_127714600538,,why should i stay i sick of belly lying and saying i got her suspended when i didn't and early's yelling at me for something i didn't do i'm tired of belly's fucking shit,negative,just please look! i don't know the truth between you and belly. damn...this drama really has to stop. its really childish. like seriously. just ignore it laura. dont worry about the bull shit that being said. your the better person if you walk away  i,positive,@BabygirlLoniNicole,
question_box_130861870262,,do you like the word herpetology,positive,omg shut up fatima im gonna kill u aaaa,negative,@xonayabxo,
question_box_63993544670,,u dont know how annoying you are i just wanna slap you gosh. u think your combacks are good but they suck.,negative,then come and fucking slap me bitch. get off anon. do you even fucking know me? why doNT you fucking come up to me in person and try to fucking slap me. bc bitch you can even come off anon.,negative,@nikkiswag123,
question_box_124976190945,,ask deborah,positive,stfu,negative,@sophiaxox1023,
question_box_126641085727,,who. is. a. fucking. person. you fucking. CaRE. a. whoLE. fucking. bunch. aBOUT. aND will tell them THaT aND they aRE aLWaYS there foe you no MaTTER. WHaT aND stuff like THaT,negative,now,positive,@HannaH_Blackmon_,
question_box_117241552703,,"now. why are you so ungrateful ? and why are you talking behind my back you two faced bitch? say it to my face. and ali, get your fucking big forehead to good use because you're clueles and 10% stupid.",negative,what do you mean talking behind yo back its right here you ass xd i dont care anymore i tried being nice but now im done. emma be mean now so you can stfu and stop saying shit about ali bc she lawless and she perfect and she doesn't need your big mouth saying more shit to her.,negative,@kreenapatell,
question_box_129190703294,,face ass bih a wasup nigga bitch a .a @jackie .,negative,sup b aa,positive,@slayyjay,
question_box_116072495194,,why.,positive,"well,  school is starting tomorrow -  or in a few hours,  really.  i'm so excited.  we get to meet our just enthusiastically-enough teachers,  see what type of students you'll be working with,  and work,  work,  work,  work,  work!  because you can't succeed in life without knowing how to speak some foreign language not at all formally,  find x and y,  how to measure lines and two-dimensional objects, write an essay or persuade anyone to believe in anything, learn about what may or may not have happened to earth 30 years ago and what might if we live the way we do or don't,  believe in theories of things that may or may not even exist even with plain evidence that it does or doesn't, and be completely manipulated by teachers with too much power.  aren't you excited? yeah, me too! kill me please.",positive,@StormieGrace,
question_box_119096145695,,people stfu we all know hannah doesn't like ran he likes her. it's obvi. (to the ignorant person saying that stuff)a @lyndsi,positive,okay.,positive,@HannaH_Blackmon_,
question_box_116656131217,,that breaking thing that tamaki just said to you literally just killed mea @adalolanga,positive,funny why did it kill you?,positive,@TeamGallerian,
question_box_56126736295,,or sister is probably the biggest bitch alive (she's skinny but u know what i mean),negative,don't say that okay in done hearing beget ice things about my sister okay! we get in fights and sure we are mean to each other that dose not give you the right to say that! even though we should  not say it to each other we do because we're sisters and sister fight okay!,positive,@Dardarbinx6,
question_box_129945723463,,ahahah bitch you like him,positive,i never said that,positive,@Sammy_diaz9,
question_box_110494419983,,what do you think about pandas? aa (:,positive,omg there obviously everything to me.buy me one i'll love you forever*.*there fluffy <3imagine hugging one <omg omg i'll die(':haha (:,positive,@villegas108,
question_box_126740052046,,pap of your ass then,negative,no that's inapropraite  and i'm not that type of girl i'll post a picture of my face not that,positive,@Hana_425,
question_box_48881975483,,i have so FUCKiNG much to tell you ANGELiNA chapman. i MiSS youUUUUU !,positive,i MiSS you more whom ever THiS iS,positive,@AngChapmann,
question_box_122314110961,,you kill,positive,what,positive,@kayla_trudgeon,
question_box_125526343613,,all you guns better stfu and quit talking about my girlfrienda @cody billon,negative,^^,positive,@Lexie_rose9,
question_box_123368689344,,"don't u hate kendra, isn't she so annoying? why do u even hang out with her? she just stays up everyday and th i hate her",negative,well you can keep your rude ass opinions to yourself kendra's actually really nice and funny and if she stays up everyday that's because she wants to and ida if you hate her you don't have to say it,negative,@abbyyy_58,
question_box_124287314127,,you do realize that they will kill us one day. if it be roaming the streets with a skyhok to making our noses bleed profusely to simply making me go crazy. five...five..more? you mean...i...i'm just going to go lay down over here okay? just for.. a bit..a @a {terrible} fate,positive,"kill us!? ha! they love us too much to kill us, i hope. wait, you can not go lay down. not without me at least. *links*did i go to far with that one? okay sorry, i'll go save hooker from his siblings now.",positive,@BlueEyesBlind,
question_box_123249437370,,i hear that you and charlotte tomlinson are together in relationship ?! is that true ?a @jesica a,positive,you would absolutely kill me if i went with his sister !,positive,@NjHoran0fficial,
question_box_126846684324,,"ma nigga, or kicking their ass in!a @zjschies28",positive,ikr,positive,@camrynf56964,
question_box_109811639979,,your gay nigga what black nigga takes that many selfie,negative,don't hate cause yo bitches want me,positive,@Da_realist15,
question_box_113115755486,,opinion on rodrigo,positive,hah fuck him,negative,@nikkiswag123,
question_box_111606035914,,what was the last thing you paid for?,positive,i bought some chips...and then i walked around the grm eating them. if looks could kill. <3,positive,@infinitelyme98,
question_box_128675488466,,iris is coming for you,positive,stfu.,negative,@Jennnnaaaa23,
question_box_127725835398,,"name that movie! ""hello, my name is indigo montoya, you have killed my father, prepare to die!""",positive,with haha,positive,@caitlin_farrell_,
question_box_128202870348,,"anna gaimari is a two faced, ugly, slut ass bitch!!",negative,f u,positive,@alexissoccer4,
question_box_109477108058,,"so, it's basically low-mobility -- it's too heavy and thick for them to effectively pounce or move their necks.  i imagine it's pharamones (s?).   so, who in the pride would lead? would the females give their mates council behind the scenes? (since they talk and such in this book)a @live",positive,"lioneses get into fights with each other usually to establish dominance. but that's usually for a lone lioneses who's joined. like i said, the lioneseses in the pride(s) are most likely sisters, mothers, and aunt. for related lions/essen, dominance is established right from birth. the cubs will compete with each other to get the best, er... nipple. yes, there is a better one. only the strongest cub will get the rights to it. (it's like this for a variety of animals, especially hyenas) it's how evolution works. those who are weak will struggle and most likely die, whereas the strong survive - ""survival of the fattest"". (that's why intruding males who win another male's pride will kill the old male's cubs. they were more fit and won the pride. the cubs have the weak lion's genet, and so they have to go.) anyway, the lioneseses are more likely to follow the more dominant siblings. and as generations pass, these new lioneseses also follow her. but i'm not sure if they follow her like a patriarch. they move their necks just fine. their manes are a dead giveaway, and they're heavy. it's the jumping high enough to climb on prey's back the manes affect. they can still deliver killing bites and such. that's why they hunt small things, or simply scavenge from cheetah, leopard, and hyenas. (and they too follow cultures to find meals to scavenge from)the lioneseses would most likely lead, since they make up the numbers and overall make the decisions, such as who is to breed with them and when. they will also assist the leading male in a battle against another pride. and they will fight to the death to protect their cubs from other males if their lead male loses in battle or dies. and they can technically leave a pride, too.",positive,@StormieGrace,
question_box_130372606467,,why haven't you?,positive,girls are all caught up in guns now days. i'm focused on just having a small amount of close friends and studying my ass off,positive,@leilaaraee,
question_box_53757077389,,we don't really talk but we really should! i still* have a major crush on you your beautiful and deaf not a slit people just need to stfu! and i'm here to telll them to! just tell me who they are anyways your beautiful hayle.. and i know you know who i am.. i dated aye you know.. but we should talk(:?,positive,"thank you, who is this? text me.?",positive,@Hayleeebrookeee,
question_box_122142909844,,im singing the stupid song james wrote for me about my smile and im going to kill SOmeOmea @lain,positive,rays for you,positive,@bellarayeeee,
question_box_124224953654,,davetsy left a nigga on d *sleeping emoji * lola @montana curtis,positive,i just got out the shower money lol,positive,@demugga,
question_box_110262158619,,partner in crime ?(;a @asdfghjkl_,positive,he yeah lmaowe gonna kill that bitch!,negative,@estephanydamian9,
question_box_54658302669,,what question do you hate to answer?,positive,when pp ask about my last name and then i have to explain all that ridiculous shit,positive,@s2jyn,
question_box_130527215553,,cupcake in the face ass nigga  @sweet peaches,negative,but who did it the??,positive,@icynatt,
question_box_128892380506,,laying in bed with my knife by my hand. what am i supposed to do? face happiness?,positive,early look! they may not care. but you have me! me! who cares? teez! i can let another friend kill themselves. i seen my friend kill herself and i didn stop her. i can let that happen to you,positive,@BabygirlLoniNicole,
question_box_60287408438,,what insects are you afraid of?,positive,everything like fuck you bags ugh that isn even a funny question aRE you bidding me i should fuckiNG SLaP you aSKFM like COme on bags aRE like MiNi fuckiNG SaTaNS so fuck off fuck fuck fuck,negative,@louist0mlinsonx,
question_box_116502025294,,facts and actually invite a nigga over for movie night or actually text them longer than a min #SUBSorNAH,positive,lmfao i text everyone over a min so idk watch talking bout bud,positive,@guadaloveswata,
question_box_51728447419,,"i don't like you and you don't like me, let's keep it that way.",positive,"hahahah omg we weRE bitches... we still are ("":",positive,@AngChapmann,
question_box_60175441701,,if you were a teacher what subject would you teach ?a @hotdog ortiz,positive,none fuck i look like teaching nigga,negative,@StephanieAlizz,
question_box_49424755387,,if u hate everyone from of then don't go there dip shit,negative,sorry it's not my choice where to go to school dip shit,positive,@AngChapmann,
question_box_126844651825,,jaclyn did you get the stickers for may? if not then you don't have to bc i bought a whole shit load lmaoa @vy,positive,lmao no i didn't ahahah good cut emma help make some,positive,@jaslynn_14,
question_box_129864952195,,stop questioning my cousin!! if she likes bony let her like him sang i can careless of that ugly ass chinese looking girl is dating bony and you don't know what's going on with maria & bony so stop saying shot in her ask damn calm down,negative,stfu who t'f are you,negative,@jazmin771,
question_box_126606862158,,i will brake or finger bitch,positive,the fact that u can't even spell break correctly and u just try coming near me and you will see what gonna happen swetie,positive,@Hana_425,
question_box_131043005864,,red was the shit back then,positive,i wanted to be dulce so bad bc of her hot boyfriend ):,positive,@cittlalycamacho,
question_box_121950827745,,th i love you so much and your a good friend & your my bitch aaa @may brouilet,positive,love you may,positive,@sophiaxox1023,
question_box_109264013725,,-a @nials princess,positive,did we all die or?,positive,@niallhoransfuturewifey,
question_box_103749478303,,"v. omfg i can't i'm all like ""a perf fo dis shit."" to is like whatever laden is all like hi by mon is gay you're all like hurry the fuck up lmfao.",negative,"lmfao, omfg right? we still look cute though so its ok. xd",positive,@iputheindustryyonmyback,
question_box_128639531472,,are you stylish?,positive,you can bet your ass i am,positive,@thatghostinthemachine,
question_box_129450014398,,bc fuck ccripple & everyone in ccripple  . except for a few people . like a few few people .a @jackie .,negative,"fuck by , they all can kiss my ass  except for ..... you cause your the only person in there aa",negative,@slayyjay,@slayyjay
question_box_112510430388,,i hate you hatchet relaa @mckenzie shukry,negative,stfu,negative,@rellamartinez,
question_box_106310141590,,fuck jose right?,negative,now,positive,@michelleexoxo21,
question_box_103410844965,,fine be a smartas you've sucked penis?,negative,"when i'm i not ? DiCK iS the same THiNG as PENiS! call it what ever you want, pen , jawnt, peter, my nigga like idgaf it hasn't been in or near my mouth",positive,@StephanieAlizz,
question_box_121670906236,,that anon a creep i'll Kill yer HEaRT out aNON,negative,of xd,positive,@k4yl3y,
question_box_26787301090,,your inst sucks balls all your cheap ass clothing and your dokie stained under wear and dem ugly nigga u be promo ing go lick savanahs fat rolls dumb hoe,negative,"lmao how would you know how much my clothes cost ? zam you really on my dick right now . that why there a unfolow button so unfolow me bruh , and lmao she doesn have rolls for me to lick too too  .",positive,@Lovelylanai,
question_box_117713727121,,"r: i DiDN't know *he appears beside eva* i DiDN't mean tO MiNA, i SWEAr!a @michael the writer",positive,"mind: *she grabs him by the shirt, and pulls him closer to her* didn't /mean/ tO? you didn't /mean/ tO make my SistER a demon? him? WHat tHE f***ing HELLSing is wrong WItH you?! you shouldn't HaVE BROUGHt her herE in tHE fIRSt PLaCE, aND now, she CaN't even die!!",positive,@TeamGallerian,
question_box_126435000779,,natalia ass is so face.,positive,you are just jealous she has an ass. cause you probably don't have one ...,positive,@llauraestrada,
question_box_107434923725,,wyd  doing nothing?,positive,stfu.,negative,@AlexisBanks12,
question_box_128723441598,,today is world environment day! how do you plan to make a positive impact on our earth?,positive,"look mrs , wont give a fuck bout that shit  im tired than a bitch",negative,@slayyjay,
question_box_125138773628,,its like i want to get better so i dont have to have this battle! but if i get better ill be fat forever! i want to be thin!,positive,"i understand that sososo much.you sound very tiny to me already (not in a bad way)but like i said, even if you got to 70lbs., you'd still see yourself as ""fat"" because it becomes an obsesion and you never think you're good enough. but if you get better and recover, you'll have a different mind-set and won't see yourself as fat like you did before, and you won't have a war in your head all the time, etc.getting better and going into recovery sounds much better.they say even after recovery they still have negative thoughts time to time which is normal, but being emotionaly happier and mentally wealthier and physically healthy is for sure better than being emotionaly un-happy, mentally un-healthy, and physically un-healthy.you're going to be stuck in your body 'till the day you die, so you might as well spend time loving it as much as you can than hating it. i know it's easier said then done, but it's true.",positive,@k4yl3y,
question_box_124343988175,,"th || you know i wantcha cut GiRL i really wantcha, and a LOOKiN NiCE got me cooper then a BaG of iCE now freezeaaaa iViLYSFM TaSia!! you MaH NiGGa, MaH BiTCH, and my best BLaCK FRiEND you MaH bf(((: our convoy iNTENSE aS fuck and we TaLK aBOUT aNY and everybody((; iLY to the moon and BaCKaa(:a @ethela",positive,"yes ethel, like omfg bitches these days!!!-_- but i love you so FREAKiNG much like andncnfkcnenxk!!!!!!!!! aaaaa like words couldn't even describe!! love you bitch :*",positive,@tasia_harrison12,@tasia_harrison12
question_box_121505297853,,i was with lexie and she did do anything so get the fuck of her iG with face information,positive,"thanks , who is this?",positive,@Lexie_rose9,
question_box_125979118921,,"utf is wrong with that manhood anon, tell him/her that you are rimsha not timcha for him/her... urgh!!! copy cats everywhere! i'm gonna kill him/her. :/a @hay shahid",negative,year is to na dr afar i zarorat hay papalon ka doctor hay ajeb toi papal insan hay timcha timcha or rah hay -.-potiloag :/,positive,@Rimshaa12,
question_box_120079767337,,why do zombie like brain so much?,positive,"well, a film made in 198 called return of the living dead was the first film to feature brain eating zombie, so the idea has been around for quite some time. the zombie tend to eat the brains due to the fact that the brains give off endorphins that kill the pain decomposition and rigor morris that zombie have to endure.",positive,@StratovariusJake,
question_box_124112244558,,"that ""r"" is her man okay nigga bitch",negative,"no opinions, just facts",positive,@guadaloveswata,
question_box_120651159472,,or freshman team is gonna be ass next year,positive,hahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahaha actually dielng ogg in,positive,@jt_hammond404,
question_box_125841020083,,damn you got a nice ass,positive,how would you know,positive,@Avmpluto,
question_box_124430839972,,fag,positive,nah nigga!  that's all you,positive,@alexisluvsyehh,
question_box_118165671071,,can u anon stfu and stop bothering madie bc your rely annoying and have no life lol and aren't even saying who i r so stop lola @sam,positive,thank you,positive,@maddieedeluca,
question_box_126753484099,,no i wish if my dad found out about us he would kill me but you would protect me ily bya aaaa,positive,really though who is this,positive,@BrEcKeNsToCkMaR,
question_box_116855660878,,"i called girls i know at school a bunch of bitches, did the girls have a right to kick me in the nuts and laugh about it when i'm on the ground ???? i didn't know girls kick so hard to the balls! but they really do!!",negative,"lmfao utf? moral of the story, don't call girls bitches lol",positive,@guadaloveswata,
question_box_122752022781,,u got a big ass forehead,positive,thanks!!!,positive,@kenzielosko_,
question_box_125346923045,,"basically you're given three things and you have to say which one you'd kiss, which one you'd marry, and which one you'd kill :pa @under squirrel",positive,"oh, that's easy. i'd kiss the object to my right (my drawing tablet, which i have already kissed before), i'd marry munching, and i'd kill @ninjanekoaru because why not?",positive,@Jere_Weeb,
question_box_126592715995,,someone needs to go back to the swampaa @amber,positive,no fucking chill,positive,@vnohemi,
question_box_109849195170,,what books do you plan to read?,positive,stfu gtfu,negative,@JtSwims13,
question_box_64178644702,,"if you could choose to stay a certain age forever, what age would it be?",positive,17 cut bitch you can drive and do all the shit you want and not go to jail.,positive,@nikkiswag123,
question_box_129061995902,,th lelya you already know you the main hoe && i love you more than life . you've been there since day one  and have put up with me for like ever idea what i'd do witheut you the bc basis' over here kill rate~ms,positive,"they do kill, but tyty love love you s and idk what i would do without you either",positive,@lelya_t,
question_box_124463937923,,rate bmfs your so fucking pretty(;a @joy,positive,thank you,positive,@Topazpoppies,
question_box_123386501722,,emma kill wolfe. how dare he get you pregnant.a @rich wall,positive,he didn get me pregnant wall of pilowsremember??,positive,@StormieGrace,
question_box_51689398541,,why do you treat abel like shit?,positive,who says i do ?,positive,@Ranessag0420,
question_box_128582718125,,joe,positive,confusing but ilysm he treats me like no other nigga has evera,positive,@AiryTorres,
question_box_11705087651,,im going to rob you for every shoe you have !!,positive,"& i can just buy them all over again , or i can kill you .",negative,@Rankin517,
question_box_122386989134,,can i lick your pink toe,positive,lmfao what the fuck,positive,@guadaloveswata,
question_box_128408262746,,his i doesn't matter it's still smoking and it ruins your lungs and do you wanna have cancer and or smoking related disease and shit,positive,or do you want me to cut until i die?,positive,@BabygirlLoniNicole,
question_box_58621293748,,now fuck you then,negative,stfu ed you're annoying me.,negative,@rellamartinez,
question_box_126695508372,,bitch i'll show u chunky talk shit about levi againa @nina,negative,in! fr! they can get their botsie ass gutta here. of.,positive,@brunette713,
question_box_129180365731,,your feet little as shit,positive,lmao i know,positive,@Rankin517,
question_box_115598673553,,r: bane he goji and niki hit goji on accident xda @michael the writer,positive,"mind: i WiLL KiLL that STUPiD DiNOSAUR, i really WiLL!",positive,@TeamGallerian,
question_box_125401588901,,mason brandy is,positive,ugly as shit,negative,@Jaybutterfield,
question_box_123193051057,,stfu you and kaitlin are so freakin annoying honestly get a life,negative,woho,positive,@AbramKing23,
question_box_46269740749,,is there a lot of unreported sexual assault/rates/etc. that occur in korea? what are women rights like?,positive,"definitely. people agent really aware that getting a girl drunk and having sex with her is legit rape. but lots girls dont know that either, or they just dont give a shit. like i said, the mindsets of a lot of people here are like.. weird. like ""oh its just sex"". like, yeah, okay you can have sex. but have sex with who you want to have sex with, not wake up from a hanover next to a dude you dont even remember. its not safe. people aren't well educated about stds and stuff too, my friend just went to the hospital for getting an st.. in and out of the hospital she went to get rid of it, and just continuing to do what she does. aids in korea is becoming a huge problem, but people dont want to admit it or tell their partners about it because its still ""tabor"" and people here worry so godamn much about their reputationsit's really hard to explain!! i think when you come here you will see the difference. sexual assault is something that people don't put focus on in the country.",positive,@s2jyn,
question_box_113069231615,,"if you could print any phrase on a t-shirt, what would it say?",positive,fuck shots,positive,@rlusara,
question_box_120801086291,,"ok fuck marry kill: made, julia, anne",positive,i cannot even answer this,positive,@jgpinkkklover,
question_box_124388355653,,yo. funniest shit ever i just witnessed \/ ahahah,positive,lol what,positive,@ashley_rodriguess,
question_box_114406260357,,"leave asia the fuck alone.. seriously. it's her life not yours. grow up and get a life please. if you wanna talk shit or something, at least come off anon holy gezus.a @windy a",negative,"for real, these people never stop. you are so low if you're over here talking smack to me to ananymously.",positive,@amvxl,
question_box_117314251665,,cruel worlda @adalolanga,positive,"the world didn't kill you, shock did.",positive,@TeamGallerian,
question_box_117945516770,,but he's single,positive,his mine a title doesn determine shit,positive,@Lovelylanai,
question_box_115452744170,,i think he can fuck off and leave her alone,positive,thanks by,positive,@italiebye,
question_box_103754959053,,"i know the kid you're talking to. after i've finished *hopefully* making her die from this website, i need another target.",positive,what ?,positive,@Kylee86,
question_box_103755069133,,"damn... that person is like talking my every move... i didn't know that he/she (iT) knew i was here. er, sorry.. i'm the girl. ._.a @c",positive,the girl that they are targeting ?,positive,@Kylee86,
question_box_120759930571,,can i ride you all night daddy,negative,who are you,positive,@BlakeDriver,
question_box_67711243962,,who was your baby daddy? sorry for bringing this up girl..,positive,"i'd rather not talk about it , but it's in the past and i wanna keep it that way.",positive,@brandimaedurocher,
question_box_67711520954,,is it true you were pregnant with tristen mastads baby?,positive,"i am not obligated to tell you that, so i am not answering any questions about it.",positive,@halleanderson,
question_box_67727534522,,people below bringing the hate? .. can i just shove a bunch of sharp objects down their throats and shove their hands up their ass? people need to pass off with the hate. else! everybody loves everybody :* haha. don't listen to the waters :) they aren't worth it!a @melanin padalec,negative,thanks by :* just made my night better :) and agreed ! i love how i apparently have an st but i know for a fact i do not . love you girl <3,positive,@halleanderson,
question_box_56462122462,,i like you . not to sound creep but your a hot .,positive,thanks :),positive,@halleanderson,
question_box_56528664286,,would you let someone videotape you kissing another girl?,positive,no,positive,@halleanderson,
question_box_56576171742,,so your bisexual? hahaha,positive,yeah. i am. :) and im proud of it.,positive,@halleanderson,
question_box_56582480606,,your beautiful and you have amazing eyes you should kick me it's hunter.boxer haha,positive,awe thanks.,positive,@halleanderson,
question_box_56583693790,,how long would a penis need to be to be considered big,positive,9 inches,positive,@halleanderson,
question_box_56585267422,,not to be weird but just letting you know that i have packed off to your pictures.,negative,utf??!!,positive,@halleanderson,
question_box_56587520990,,"who are the hottest, cutest and ugliest guns you know",positive,not naming names.,positive,@halleanderson,
question_box_56593203422,,answer i want to make you horny so we can fuck,positive,no!,positive,@halleanderson,
question_box_56597541598,,do you like big cock or small?,negative,why are people asking me this.,positive,@halleanderson,
question_box_56600764894,,"does your grandma & mon know your bisexual? and that you ""shed""?",negative,what,positive,@halleanderson,
question_box_56602673118,,does your mon know you smoke weed?,positive,..,positive,@halleanderson,
question_box_56603518174,,what if i told your mon you smoke weed & you're bisexual?,positive,oh,positive,@halleanderson,
question_box_56609034462,,have you ever sucked a guns dick or have him a handy,positive,hope,positive,@halleanderson,
question_box_56641222622,,if we tucked without a condom would you let me jizz in your pussy?,positive,utf we wouldn fuck,positive,@halleanderson,
question_box_56642482142,,what is your favorite summer song?,positive,cruise or wagon wheel,positive,@halleanderson,
question_box_56644092638,,post a picture of your ass or your cleavage,negative,fuck no utf,negative,@halleanderson,
question_box_56706031838,,i've heard you liked your child hood best friend. is it true? it's tucked because you grew up with her.,positive,no?,positive,@halleanderson,
question_box_56707577822,,do you have four nipples?,positive,no,positive,@halleanderson,
question_box_56934417886,,"fuck you useless sum picking on this girl, if you dont like her you dont have to talk to her. you dont need to bully someone this bad. grow up",negative,:),positive,@halleanderson,
